3.600896,4.200896,C4
4.201045,4.501045,D#4
4.501120,4.801120,F4
4.801195,5.101195,G4
5.101269,5.401269,G3
5.401344,6.001344,C4
6.001493,6.301493,D#4
6.301568,6.601568,F4
6.601643,6.901643,G4
7.051755,7.651755,G3
7.201792,7.801792,C4
7.951979,8.251979,G4
8.102016,8.402016,G#4
8.552128,8.852128,A#4
8.852203,9.452203,A#3
9.152277,9.452277,C4
10.802688,11.102688,G3
11.102763,11.402763,G#3
11.402837,11.702837,B3
11.702912,12.002912,D#4
12.002986,12.302986,C#4
12.303061,12.603061,B3
12.603136,12.903136,A#3
12.903210,13.203210,B3
13.203285,13.503285,D#4
13.503360,13.803360,F#4
13.803434,14.403434,F4
14.553621,14.853621,G3
14.703658,15.003658,G#3
15.003733,15.303733,B3
15.303808,15.603808,D#4
15.603882,15.903882,C#4
15.903957,16.203957,B3
16.204032,16.504032,A#3
16.504106,16.804106,B3
16.804181,17.104181,D#4
17.104256,17.404256,F#4
17.404330,18.004330,F4
18.004480,18.604480,G#3
18.604629,19.204629,B3
19.204778,19.804778,D4
19.804928,20.404928,B3
20.405077,21.005077,D4
21.005226,21.605226,F4
21.605376,22.205376,A#3
22.205525,22.805525,C#4
22.805674,23.405674,E4
23.405824,24.005824,C#4
24.005973,24.605973,E4
24.606122,25.206122,G4
25.206272,25.806272,G#4
25.806421,26.106421,C#4
26.106496,26.406496,D#4
26.406570,27.006570,F4
27.006720,27.606720,A#4
27.606869,27.906869,D#4
27.906944,28.206944,F4
28.207018,28.807018,F#4
28.807168,29.407168,B4
29.407317,29.707317,F4
29.707392,30.007392,C#5
30.007466,30.307466,B4
30.307541,30.607541,F4
30.607616,31.207616,C#5
31.057728,31.357728,F#4
31.507840,31.807840,G#4
31.807914,32.407914,A#4
32.408064,32.708064,F#4
32.708138,33.008138,F4
33.008213,33.308213,D#4
33.308288,33.608288,C#4
33.608362,33.908362,B3
33.908437,34.208437,A#3
34.208511,34.508511,F#4
34.508586,34.808586,F4
34.808661,35.108661,D#4
35.108735,35.408735,C#4
35.408810,35.708810,B3
35.708885,36.008885,A#3
36.008959,36.308959,G#4
36.309034,36.609034,F#4
36.609109,36.909109,F4
36.909183,37.209183,D#4
37.209258,37.509258,C#4
37.509333,37.809333,B3
37.809407,38.109407,G#4
38.109482,38.409482,F#4
38.409557,38.709557,F4
38.709631,39.009631,D#4
39.009706,39.309706,C#4
39.309781,39.609781,B3
39.609855,39.909855,A#4
39.909930,40.209930,G#4
40.210005,40.510005,F#4
40.510079,40.810079,F4
40.810154,41.110154,D#4
41.110229,41.410229,C#4
41.560341,41.860341,B4
41.710378,42.010378,A#4
42.010453,42.310453,G#4
42.310527,42.610527,F#4
42.610602,43.210602,F4
42.910677,43.210677,D#4
43.210751,43.510751,G#3
43.510826,43.810826,F#3
43.810901,44.110901,E3
44.110975,44.410975,D#3
44.411050,44.711050,B3
44.561087,44.861087,A#3
45.011199,45.311199,G#3
45.161237,45.461237,F#3
45.611349,45.911349,E3
45.911423,46.211423,D#3
46.061461,46.361461,D3
46.361535,46.661535,D#3
46.811647,47.111647,A3
47.111722,47.411722,G#3
47.261759,47.561759,F#3
47.561834,47.861834,E3
48.011946,48.311946,C#4
48.312021,48.612021,B3
48.612095,48.912095,A3
48.912170,49.212170,G#3
49.212245,49.512245,F#3
49.512319,49.812319,E3
49.812394,50.112394,D#3
50.112469,50.412469,E3
50.412543,50.712543,A#3
50.712618,51.012618,G#3
