1.639155,4.589877,C#6
4.589633,8.032142,C6
11.146252,11.228216,F6
11.310167,11.392132,E6
11.474083,11.965870,D#6
11.474083,11.965870,C#6
13.113238,13.195202,F4
13.277153,13.359117,E4
13.359111,13.441075,D#4
13.523026,13.604991,C#4
22.948166,23.030130,F4
23.030123,23.112088,E4
23.194039,23.276003,D#4
23.275997,24.259571,C#4
28.275418,28.357383,F6
28.275418,28.357383,F5
28.357376,28.439341,E5
28.439334,28.521298,E6
28.439334,28.521298,D#6
28.439334,28.521298,D#5
28.521292,30.160582,C#6
28.521292,30.160582,C#5
30.160446,30.242411,C6
30.324362,30.406326,B5
30.406319,30.488284,A#5
30.488277,32.783283,G#5
32.783094,34.422384,G5
32.783094,34.422384,E5
32.783094,34.422384,C#5
32.783094,34.422384,C#6
34.422248,35.077964,C5
34.422248,35.077964,C6
35.077910,35.733626,B4
35.077910,35.733626,B5
35.733572,36.389288,C5
35.733572,36.389288,C6
36.389234,37.044950,C#5
36.389234,37.044950,C#6
37.044896,37.700612,C6
37.044896,37.700612,C5
37.700558,38.356274,B4
37.700558,38.356274,B5
38.356220,39.011936,C6
38.356220,39.011936,C5
39.011882,39.667598,C#6
39.011882,39.667598,C#5
42.618022,42.699986,F4
42.699980,42.781944,E4
42.863895,42.945860,D#4
42.945853,44.585143,C#4
45.896331,46.142225,F4
46.060247,46.306140,E4
46.224162,46.470056,D#4
46.470035,48.437183,C#4
49.174641,49.338570,G#5
49.338556,49.502485,G5
49.502472,49.666401,F#5
49.666387,49.830316,F5
49.830303,49.994232,E5
50.485964,50.649893,G#5
50.649880,50.813809,G5
50.813795,50.977724,F#5
50.977711,51.141640,F5
51.141626,51.305555,E5
51.797288,53.764436,F#5
53.764274,53.928203,C5
55.075598,56.387030,F#5
56.386921,56.550850,C5
57.698245,60.321109,G5
61.632216,62.943648,C6
64.254864,65.894154,C6
72.122806,72.778522,F4
72.450637,73.106353,G4
73.106299,73.762015,G#4
73.434130,74.089846,C5
74.417623,74.581552,F4
74.745454,74.909383,A#4
75.073285,75.237214,C5
75.483073,75.810931,C#5
75.810904,75.974833,C5
75.974820,76.630536,A#4
76.056778,76.712494,F5
