2.400000,3.000000,A5
2.400000,3.000000,A4
7.200000,7.800000,E4
7.200000,7.800000,E5
12.000000,12.600000,A4
12.000000,12.600000,A5
16.800000,17.400000,A5
16.800000,17.400000,A4
36.000000,39.000000,A4
36.000000,39.000000,A5
40.800000,43.800000,E5
40.800000,43.800000,E4
45.600000,48.000000,D5
45.600000,48.000000,D4
48.000000,48.600000,A3
48.000000,48.600000,A4
50.400000,53.400000,G5
50.400000,53.400000,G4
81.600000,82.800000,E5
81.600000,82.800000,E4
82.800000,84.000000,E5
82.800000,84.000000,E4
84.000000,85.200000,E5
84.000000,85.200000,E4
85.200000,86.400000,E4
85.200000,86.400000,E5
86.400000,87.600000,E4
86.400000,87.600000,E5
87.600000,88.800000,F#5
87.600000,88.800000,F#4
88.800000,90.000000,F#5
88.800000,90.000000,F#4
90.000000,91.200000,F#4
90.000000,91.200000,F#5
91.200000,92.400000,E5
91.200000,92.400000,G5
92.400000,93.600000,G5
93.600000,94.800000,G5
94.800000,96.000000,G5
96.000000,97.200000,G5
96.000000,97.200000,E5
97.200000,98.400000,G5
98.400000,99.600000,G5
98.400000,99.600000,E5
99.600000,100.800000,G5
99.600000,100.800000,E5
127.200000,127.500000,E4
127.200000,127.500000,E5
