2.400384,3.000384,A3
2.400384,3.000384,A4
7.201152,7.801152,E3
7.201152,7.801152,E4
12.001920,13.201920,A4
13.202113,14.402113,E4
14.402305,15.602305,A3
15.602497,16.802497,A4
16.802689,19.202689,A4
19.203073,20.403073,G4
20.403265,21.603265,G4
21.603457,22.203457,A4
22.203553,23.403553,A2
22.203553,23.403553,A3
23.403745,24.003745,A2
23.403745,24.003745,A3
24.003841,24.603841,E4
24.003841,24.603841,E3
34.805569,34.955569,E4
34.805569,34.955569,E3
34.955593,35.105593,E4
34.955593,35.105593,E3
35.105617,35.255617,E3
35.105617,35.255617,E4
35.255641,35.405641,E3
35.255641,35.405641,E4
35.405665,35.555665,E4
35.405665,35.555665,E3
35.555689,35.705689,E4
35.555689,35.705689,E3
35.705713,35.855713,E4
35.705713,35.855713,E3
35.855737,36.005737,E4
35.855737,36.005737,E3
36.005761,39.005761,A3
36.005761,39.005761,A4
40.806530,43.806530,E4
40.806530,43.806530,E3
45.607298,48.607298,A3
45.607298,48.607298,A4
50.408066,53.408066,G4
81.613059,82.813059,E3
81.613059,82.813059,E4
82.813251,84.013251,E3
82.813251,84.013251,E4
84.013443,85.213443,E4
84.013443,85.213443,E3
85.213636,86.413636,E4
85.213636,86.413636,E3
86.413828,87.613828,E4
86.413828,87.613828,E3
87.614020,88.814020,E4
87.614020,88.814020,E3
88.814212,90.014212,E4
88.814212,90.014212,E3
90.014404,91.214404,E4
90.014404,91.214404,E3
91.214596,92.414596,E4
91.214596,92.414596,E3
92.414788,93.614788,E4
92.414788,93.614788,E3
93.614980,94.814980,E4
93.614980,94.814980,E3
94.815172,96.015172,E3
94.815172,96.015172,E4
96.015364,97.215364,E3
96.015364,97.215364,E4
97.215556,98.415556,E3
97.215556,98.415556,E4
98.415748,99.615748,E4
98.415748,99.615748,E3
99.615940,100.815940,E3
99.615940,100.815940,E4
100.816132,101.416132,E4
100.816132,101.416132,E3
126.620261,126.770261,A3
126.770285,126.920285,A3
126.920309,127.070309,A3
127.070333,127.220333,A3
127.220357,127.520357,E4
